id,title,author,price,idEditorial
366,Alcelaphus buselaphus caama,Devy Quilter,1471.42,5
353,Ardea golieth,Didi O'Henery,1178.53,6
251,Bubalus arnee,Dirk Hattoe,2395.56,6
318,Lorythaixoides concolor,Dixie Cleife,1836.60,5
229,Phalaropus fulicarius,Dolorita Kollasch,284.58,1
224,Thalasseus maximus,Don Alabaster,2031.40,4
145,Propithecus verreauxi,Donnie Orro,2008.17,6
335,unavailable,Druci Blann,847.55,2
96,Eolophus roseicapillus,Duff Bakhrushin,1145.46,2
240,Spilogale gracilis,Dunstan Yaknov,1203.18,6
340,Colobus guerza,Dyanne Auckland,1733.06,1
338,Ramphastos tucanus,Ealasaid Sinson,1466.41,3
447,Alopochen aegyptiacus,Ebba Rosewarne,297.26,2
150,Cracticus nigroagularis,Ebony Riccioppo,1000.00,4
196,Sylvicapra grimma,Edsel Dillow,683.33,5
259,Geochelone elegans,Edsel Searjeant,550.92,3
234,Ephippiorhynchus mycteria,Elfreda Elsmore,1021.84,4
107,Cygnus atratus,Elga Clynmans,175.91,2
125,Graspus graspus,Elga Elks,1127.83,1
460,Sylvicapra grimma,Ellary Slocomb,1636.69,5
332,Vulpes chama,Ellette Essame,1198.29,3
452,Boa caninus,Elmira Vairow,1692.10,1
174,Panthera leo,Elnora Domenichini,1170.78,5
236,Coendou prehensilis,Elysee Pendell,635.27,1
44,Podargus strigoides,Elyssa Kiley,1164.54,1
152,Neotis denhami,Emelda Skelly,569.20,4
418,Erinaceus frontalis,Emilie Sircombe,804.10,1
478,Fulica cristata,Emlen Jedrys,1015.94,4
469,Meles meles,Emmery Waterdrinker,95.71,6
431,Bubalus arnee,Ernie Trollope,665.03,5
127,Uraeginthus angolensis,Errick Cantle,1933.04,2
43,Panthera tigris,Essy Boerderman,1804.42,5
427,Chlidonias leucopterus,Essy Kirsche,1030.63,6
284,Recurvirostra avosetta,Etan Reford,1051.66,6
34,Gyps bengalensis,Ethel Renton,1694.74,5
282,Anastomus oscitans,Ethelred Pockett,1501.55,3
86,Streptopelia senegalensis,Eveleen Morgans,339.05,2
334,Meles meles,Falito Renbold,1486.17,3
438,Phalaropus lobatus,Fania Jeandeau,779.74,4
68,Pycnonotus nigricans,Far Linnemann,464.95,2
19,Crotalus triseriatus,Farrah Pollock,1004.34,1
13,Pycnonotus nigricans,Farrel Strapp,2304.85,4
295,Ratufa indica,Fay McAusland,1724.78,5
45,Galictis vittata,Felicio Scotson,2026.03,2
46,Branta canadensis,Fleur Cuttler,866.80,2
342,Canis mesomelas,Frannie Clapison,208.19,4
481,Rhea americana,Frederic Olekhov,1527.14,5
170,Macropus agilis,Gabriella Lacase,769.41,2
157,Phoca vitulina,Gale Ellerington,1831.80,3
186,unavailable,Galvin Reiach,2069.17,3
151,unavailable,Garald Jelf,490.05,5
154,Ephipplorhynchus senegalensis,Gardener Naile,1753.61,4
247,Ursus maritimus,Garrik Malthouse,1597.47,3
104,Chauna torquata,Gasparo Kilmary,247.78,2
31,Geochelone elephantopus,Gasparo Tickner,381.00,1
235,Zenaida asiatica,Gaylene Beckhouse,790.20,2
278,Gyps bengalensis,Geneva Witty,1215.83,4
239,Vombatus ursinus,Georges Bridle,1384.26,5
167,Geochelone radiata,Georges Hodges,838.14,2
27,Graspus graspus,Georgia Cayet,1943.91,6
287,unavailable,Gerrard Florey,2335.49,4
434,Dasyurus viverrinus,Giana Popov,1013.37,6
291,Macropus fuliginosus,Gianina Speir,536.05,5
165,Macropus rufogriseus,Giffer Perryn,2080.79,3
414,Picoides pubescens,Gilburt Antonazzi,1249.70,3
63,Microcebus murinus,Gilda Hullah,2277.00,6
49,Lemur catta,Gill Logue,901.94,1
252,Canis mesomelas,Giorgi Snelman,1821.53,4
5,Phalacrocorax brasilianus,Gizela Harkin,803.55,5
419,Potamochoerus porcus,Glad Pitcher,845.72,3
492,Ammospermophilus nelsoni,Gleda Bloschke,696.14,5
10,Alopex lagopus,Glenn Carlton,98.20,2
330,Aonyx cinerea,Glynn Hamly,2161.06,6
115,Odocoilenaus virginianus,Godwin Maginot,1794.19,2
197,Cordylus giganteus,Graig Ochterlony,643.14,1
410,Odocoileus hemionus,Griff Schouthede,1920.34,2
309,Zalophus californicus,Guendolen Dayce,1188.08,3
347,Ardea golieth,Guilbert Denyukhin,1953.60,1
459,Bubalus arnee,Guilbert Sprulls,2214.42,2
322,Terrapene carolina,Gustavus Cartwright,1164.13,6
211,Otaria flavescens,Hadria Deshon,1285.90,1
108,Tyto novaehollandiae,Hagen Ledner,115.60,4
464,Odocoileus hemionus,Halie Stubbs,1783.22,3
400,Tockus flavirostris,Halli Kennard,819.82,5
496,Raphicerus campestris,Ham Tollady,812.22,1
489,Tadorna tadorna,Harriot Peakman,2297.99,5
64,Mycteria ibis,Harris Brummell,975.43,1
23,Paraxerus cepapi,Hashim Gotter,331.26,4
324,Dusicyon thous,Hastie Georgeon,1388.04,1
137,Ovis canadensis,Hastings Woodyear,1875.29,1
200,Anthropoides paradisea,Heida Siward,1757.74,5
79,Haliaeetus leucocephalus,Helenelizabeth Cullip,2046.36,2
283,Libellula quadrimaculata,Hendrika Rappport,829.71,4
482,Bucephala clangula,Herold Wardesworth,178.65,1
22,Gyps bengalensis,Hestia McCome,1517.27,5
119,Mazama gouazoubira,Hilary McKinnell,311.19,2
430,Phalacrocorax brasilianus,Hilly Tigner,879.17,3
285,Ornithorhynchus anatinus,Hinze Brocks,1849.45,1
51,Bos frontalis,Holmes Bellay,1093.44,5
355,Cordylus giganteus,Horten Huniwall,1636.70,1
50,Macropus fuliginosus,Hortensia Standbrooke,2172.12,5
321,Zenaida asiatica,Huberto MacGettigen,472.99,3
18,Phasianus colchicus,Hugibert Challoner,265.18,3
139,Eolophus roseicapillus,Iago Burnet,1455.77,5
351,Bubalus arnee,Idell Cheesworth,2316.66,4
265,Erethizon dorsatum,Ignace Grisedale,484.33,6
47,Gyps bengalensis,Ilario Parkhouse,1042.23,1
394,Nyctea scandiaca,Inessa Leyfield,1600.55,6
300,Uraeginthus angolensis,Ingeborg Swancott,1516.43,3
160,unavailable,Ingeborg Worster,174.25,3
396,Oryx gazella,Ingelbert Mabon,371.75,1
429,Aegypius tracheliotus,Isaac Steabler,1281.14,4
328,Grus canadensis,Isabella Arntzen,834.96,4
102,Certotrichas paena,Jacquetta Coatman,1664.19,4
255,Tragelaphus strepsiceros,Janelle Leither,1878.20,3
42,Alopex lagopus,Janet Keilloh,1658.04,4
75,Bassariscus astutus,Jannelle Varah,381.98,4
462,Sterna paradisaea,Jaquenetta Doodson,1067.38,2
279,Nectarinia chalybea,Jarrad Macci,385.67,5
7,Carphophis sp.,Jasun Mahaddy,1838.72,2
315,Corythornis cristata,Jayme Smylie,362.58,6
368,Buteo jamaicensis,Jeanie Blader,1640.56,6
142,Pycnonotus barbatus,Jemmy Thornhill,1640.23,1
424,Zalophus californicus,Jeniece Fulks,1863.62,6
140,Centrocercus urophasianus,Jessey Ridoutt,192.77,2
184,Panthera leo persica,Jessika Synder,443.14,4
407,Acinynox jubatus,Joanna Atthowe,318.24,5
453,Hymenolaimus malacorhynchus,Johan Isaac,707.19,1
337,Odocoileus hemionus,Jojo Benoi,1261.67,3
134,Dasyprocta leporina,Joletta Davidsohn,214.24,3
183,Elephas maximus bengalensis,Jonathan Spreag,2362.54,6
121,Papio cynocephalus,Jozef Yushin,1709.76,3
1,Sciurus vulgaris,Kaile Raynham,766.94,3
113,Pterocles gutturalis,Karrie Le - Count,722.42,1
162,Pelecans onocratalus,Kasey Lanning,1023.48,3
192,Microcebus murinus,Kass Ros,1771.89,6
21,Vulpes vulpes,Kat Muffen,1834.06,3
403,Casmerodius albus,Katharyn Rubin,966.81,4
54,Macropus agilis,Katherina Fraulo,931.03,3
2,Himantopus himantopus,Katlin Brack,221.27,4
363,Vulpes vulpes,Kean Richel,1298.20,5
123,Trichosurus vulpecula,Keane Collison,1101.29,1
253,Crotalus adamanteus,Kearney Loudiane,1405.91,5
380,Lemur catta,Keen Gauld,1338.51,6
486,Erinaceus frontalis,Kelila Savoury,1639.16,1
361,Procyon lotor,Kellina Weathers,2092.23,6
24,Ara ararauna,Kerri Carus,541.46,2
311,Hippopotamus amphibius,Kevina Pickering,1728.55,4
495,Alopex lagopus,Kip Skipper,893.64,5
277,Pycnonotus barbatus,Kipp Dallmann,941.29,6
293,Podargus strigoides,Kit Sheldon,1055.24,2
216,Dasypus septemcincus,Kordula Ruvel,2228.34,5
82,Vulpes vulpes,Kristina Frontczak,756.57,4
372,Platalea leucordia,Kristoforo Maseyk,456.88,5
238,Heloderma horridum,Kyle Libreros,977.13,5
385,Neotis denhami,Kylie Deakins,1307.55,1
475,Mazama gouazoubira,Lanny Fenners,90.83,1
176,Phalacrocorax carbo,Lawrence Cavie,719.97,2
12,Balearica pavonina,Layton Bowcock,313.45,3
470,Spermophilus lateralis,Layton Burnham,2479.84,4
110,Tiliqua scincoides,Lea Vaneev,1113.60,1
263,Paradoxurus hermaphroditus,Leann Tison,1051.71,2
14,Macaca radiata,Lemuel Yven,1880.58,3
77,Leptoptilus dubius,Lenee Licence,2492.18,3
270,Pelecans onocratalus,Leonhard Iacovone,623.87,4
477,Nectarinia chalybea,Lester Edmeads,1871.63,4
35,Speotyte cuniculata,Leticia Weir,1488.38,3
314,Dasyprocta leporina,Lew Brettell,530.62,4
474,Leptoptilos crumeniferus,Lexine Caulton,408.04,5
275,Eudromia elegans,Libbi McVitty,212.25,6
36,Sceloporus magister,Libbie Gayforth,187.43,4
117,Irania gutteralis,Lida Assender,2200.92,4
386,Balearica pavonina,Lillian Deetch,2240.09,5
379,Ardea cinerea,Lilly Meagh,410.19,6
148,Ara chloroptera,Lind Lynds,1679.26,3
164,Macropus robustus,Linn Pettko,1607.30,2
67,Larus dominicanus,Lion Stanmore,988.47,6
147,Ephippiorhynchus mycteria,Lisa Keeri,1663.96,2
178,Cebus apella,Lisbeth Orable,2404.58,4
215,Aegypius tracheliotus,Liv Zappel,1540.96,5
249,Cervus elaphus,Lizzy Keeley,517.76,3
421,Manouria emys,Locke Leverton,2034.85,6
132,Columba palumbus,Lodovico Domico,267.42,6
352,Felis yagouaroundi,Loria Darnborough,178.84,1
204,Tachyglossus aculeatus,Lottie Headan,2499.46,4
319,Sauromalus obesus,Loy Bullivant,2259.30,6
376,Larus novaehollandiae,Lucretia Fontenot,1792.37,1
100,Ursus maritimus,Lulu Grammer,849.74,2
213,Phoca vitulina,Lyell Golder,1552.02,6
393,Tadorna tadorna,Lynsey Rubinek,1141.77,3
156,Chlamydosaurus kingii,Mace Dear,2428.14,5
258,Boa caninus,Maddy Gidney,319.87,5
466,Geococcyx californianus,Madelin Howerd,1260.42,4
129,Dendrohyrax brucel,Madelon Beggini,587.70,4
364,Ictalurus furcatus,Magdalen Presnall,2018.30,4
399,Tamiasciurus hudsonicus,Maggy Beaufoy,1459.79,1
262,Coluber constrictor foxii,Maggy Fozard,156.81,6
143,Eudromia elegans,Malcolm Litton,460.13,1
493,Tetracerus quadricornis,Mallissa Record,1889.95,3
370,Crotalus triseriatus,Mandy Loveard,2254.59,5
88,Ceratotherium simum,Marchall Romeo,1536.62,3
17,Neophoca cinerea,Marga Sharer,2090.75,2
307,Rhabdomys pumilio,Mariellen Narramor,889.42,3
161,Felis concolor,Mariette Selley,2325.60,6
310,Galago crassicaudataus,Marigold Trehearne,1117.80,5
405,Felis concolor,Marjorie Alcido,990.87,1
9,Anas bahamensis,Martin MacGaughy,996.70,2
233,unavailable,Martino Balthasar,467.39,4
81,unavailable,Marve Carlyle,304.77,3
409,Cordylus giganteus,Maryellen Dalston,878.80,2
331,Trichoglossus chlorolepidotus,Matty Fike,89.51,3
313,Tayassu pecari,Maud McCullum,2265.84,5
437,Equus burchelli,Maure Sawney,281.46,1
166,Caiman crocodilus,Mavra Hairesnape,489.45,3
320,Haliaeetus leucoryphus,Maxi Buckenham,1802.11,6
112,Papio cynocephalus,Maximilianus O'Siaghail,2445.59,6
292,Lasiodora parahybana,Meier Gillett,961.82,4
472,Ammospermophilus nelsoni,Mellisent Drewet,964.33,5
16,Junonia genoveua,Melonie Rummery,525.16,3
158,Mazama gouazoubira,Meredeth Babbs,988.70,4
169,Coluber constrictor foxii,Meris Doale,2227.94,4
497,Spizaetus coronatus,Merle Rizzelli,579.21,1
198,Phalacrocorax carbo,Merrile Linggard,1542.65,3
357,Odocoilenaus virginianus,Merrilee Klas,1045.67,2
212,Aegypius tracheliotus,Merrili Skarin,430.96,5
316,Lamprotornis superbus,Michal Bullivent,592.95,6
120,Heloderma horridum,Michale Heffernan,2355.90,6
205,Mephitis mephitis,Michele Bullant,444.00,3
422,Panthera leo,Morgana Trenfield,854.40,6
254,Vanessa indica,Morry Cockshot,454.00,4
144,Anastomus oscitans,My Humbles,745.03,4
62,Physignathus cocincinus,Mychal Burchfield,758.76,3
312,Trachyphonus vaillantii,Myron Daniau,1531.26,1
41,Panthera pardus,Nanine Rowley,431.32,2
168,Dipodomys deserti,Nanni Airs,161.44,1
458,Laniarius ferrugineus,Naoma Beane,81.82,5
461,Alcelaphus buselaphus caama,Nat Jermin,1846.93,2
339,Pteronura brasiliensis,Neale Fenby,2189.37,4
428,Varanus salvator,Nedda Ierland,260.52,1
105,Vanellus chilensis,Nessy Bright,93.15,6
297,Ursus americanus,Nicolis Saywood,1668.35,1
172,Perameles nasuta,Niven Seery,1849.93,4
346,Plegadis falcinellus,Nolan Ewers,1380.52,3
231,Zonotrichia capensis,Nollie Ciobotaru,2094.03,3
237,Neotis denhami,Norry Jammet,637.75,2
499,Vanellus chilensis,Obadiah Sanson,686.24,1
432,Macropus agilis,Olia Ladyman,2103.64,2
40,Tamiasciurus hudsonicus,Oliy Gallihaulk,2078.05,2
377,Hystrix cristata,Olympia Meachan,1837.04,2
141,Mungos mungo,Oralie Norgan,2228.59,3
136,Lophoaetus occipitalis,Orlando Grestie,976.20,4
450,Canis lupus baileyi,Orsola Minchinton,2115.12,5
83,Canis aureus,Osbourne Southwell,1658.82,5
280,Calyptorhynchus magnificus,Pablo Pryn,720.57,5
221,Phascogale calura,Pace Le Batteur,1818.62,5
301,Eudromia elegans,Packston Cullinane,215.24,6
48,Cygnus buccinator,Park California,1088.65,6
191,Diomedea irrorata,Pascale Barneveld,2239.52,5
286,Paradoxurus hermaphroditus,Paten Largen,1486.64,5
4,Bradypus tridactylus,Patti Gowar,1961.04,1
208,Spilogale gracilis,Pebrook Yeowell,545.84,5
15,Amazona sp.,Pepillo Chasney,510.98,3
171,Cervus canadensis,Peterus Burgisi,2429.10,5
131,Ploceus rubiginosus,Petronella Struis,1613.40,4
465,Cynictis penicillata,Phillida Goater,1315.53,5
374,Pseudoleistes virescens,Portie Corneck,253.89,1
404,unavailable,Powell Armall,174.88,1
365,Anser caerulescens,Prescott Western,253.72,2
203,Tapirus terrestris,Pryce Aucutt,1341.93,6
3,Prionace glauca,Putnam Bickerdyke,1174.66,5
296,Varanus salvator,Rafaellle Carik,1878.02,3
230,Echimys chrysurus,Ramsey Kuschek,359.85,5
124,Nasua nasua,Reggis Keetch,699.63,5
367,Choriotis kori,Renaldo Dan,957.79,1
257,Ara ararauna,Renault Dodimead,822.62,3
223,Eutamias minimus,Reube Buttriss,283.70,1
95,Canis aureus,Rhodie Clewett,2247.37,2
467,Halcyon smyrnesis,Ricki Borres,1095.17,1
281,Loris tardigratus,Roanna Sinden,711.67,3
348,Macaca radiata,Ronnie Meininger,1456.33,4
182,Merops bullockoides,Rosalia Holby,2417.22,3
268,Ctenophorus ornatus,Roseanna Linfield,874.69,2
317,Chauna torquata,Roselin Pullin,503.11,5
71,Ciconia ciconia,Roseline MacGarvey,1149.08,6
359,Cercatetus concinnus,Rosella Fright,2449.97,6
480,Ceratotherium simum,Roselle Simmig,1248.55,1
326,Varanus sp.,Roslyn Gudde,1982.85,3
413,Coluber constrictor,Rowan Schubuser,1658.31,3
381,Alligator mississippiensis,Royal Trudgeon,333.60,3
358,Phalaropus lobatus,Royce Stopher,2475.36,5
463,Cervus canadensis,Rubie Gerdes,1484.18,5
194,Diceros bicornis,Sam Credland,368.99,6
217,Rhea americana,Sande McEvoy,1631.33,3
439,Sarkidornis melanotos,Sarene De la Barre,616.80,5
491,Ratufa indica,Sayre Vasse,931.23,3
454,Alectura lathami,Sayres Pfertner,765.11,2
118,Ephippiorhynchus mycteria,See Millmore,288.74,1
72,Papio cynocephalus,Serene Mcimmie,2065.65,5
473,Antilocapra americana,Sergeant Burleigh,1963.36,1
356,Milvus migrans,Shandra Mcwhinnie,1185.95,1
30,Dicrostonyx groenlandicus,Shari De Ferrari,885.93,3
392,Platalea leucordia,Sharl Hackforth,419.40,1
308,Panthera leo,Sharlene Farnworth,93.55,5
333,Creagrus furcatus,Shawn Goddman,422.44,6
153,Alopochen aegyptiacus,Shayla Keats,883.38,1
74,Spilogale gracilis,Sheela Fawbert,1303.06,4
449,Notechis semmiannulatus,Sheilakathryn Burroughes,371.73,2
179,Merops nubicus,Sherri Duffet,374.38,2
92,Potamochoerus porcus,Shirl Cloke,229.36,5
250,Lemur catta,Sib Stranieri,1517.88,2
20,Dasyurus viverrinus,Sigismond Stump,1369.05,1
57,Varanus komodensis,Sigismundo Rizzardo,2405.37,4
345,Canis mesomelas,Silvain O'Carran,2149.40,6
294,Pseudalopex gymnocercus,Simeon Cruttenden,1035.39,5
146,Bucephala clangula,Skelly Treece,973.37,1
412,Trichosurus vulpecula,Skipper Abells,1041.99,3
245,Sarkidornis melanotos,Skyler Oki,2203.26,4
133,Uraeginthus angolensis,Sloan Bugdell,1540.23,3
207,Papio cynocephalus,Somerset Derges,381.27,1
91,Cabassous sp.,Sonnie Knappe,469.38,3
56,Eumetopias jubatus,Sonnie Steckings,83.61,1
441,Trichosurus vulpecula,Stefa Easen,894.42,5
471,Thalasseus maximus,Stefanie Scapens,859.20,4
373,Cebus apella,Stewart Avis,1816.24,2
336,Haliaeetus leucoryphus,Stormie Ouldcott,534.30,1
52,Varanus sp.,Suzy Armistead,935.06,1
289,Cordylus giganteus,Sven Braunthal,2161.02,2
193,Philetairus socius,Tammara Spore,264.80,5
390,Haliaetus vocifer,Tamra Giovannoni,1021.89,4
274,Nasua narica,Tanya Emslie,1186.92,5
344,Corvus brachyrhynchos,Tanya Monelli,1766.10,4
188,Echimys chrysurus,Teri Joyes,364.33,3
89,Eubalaena australis,Tess Pammenter,784.80,1
232,Agelaius phoeniceus,Thatch Crews,1591.98,2
26,Sceloporus magister,Theresita Finding,2252.02,6
303,Paradoxurus hermaphroditus,Theresita Laguerre,1650.95,2
350,Canis mesomelas,Thornie Donett,1058.01,2
149,Dasypus novemcinctus,Thorny Board,679.82,4
456,Pelecanus occidentalis,Thurstan Stormouth,808.06,5
246,Bubulcus ibis,Tiff Minear,1440.49,6
6,Porphyrio porphyrio,Tilda Klousner,472.10,6
276,unavailable,Timofei Rossin,1645.05,4
189,Tachyglossus aculeatus,Tomasina Klawi,1775.04,2
98,Alcelaphus buselaphus cokii,Towny Woodcraft,1163.07,2
244,Tiliqua scincoides,Trefor Stubbley,494.22,5
305,Chauna torquata,Trenton Basini-Gazzi,1642.02,4
264,Tamandua tetradactyla,Ugo Knott,1909.89,3
433,Cervus elaphus,Ulrika Imms,352.16,4
397,Podargus strigoides,Vail Phuprate,704.73,3
455,Lybius torquatus,Vanda Vogt,2051.26,6
440,Plegadis falcinellus,Vernice Ballingal,1408.52,4
39,Papio cynocephalus,Vick Imlin,363.20,6
94,Tauraco porphyrelophus,Vidovik Perin,342.58,1
210,Nyctereutes procyonoides,Viki Sussans,1697.85,1
445,Herpestes javanicus,Vince Shatliff,1447.93,3
267,unavailable,Walton Wolfart,474.25,6
222,Ploceus rubiginosus,Wilow Kynton,247.31,1
446,Dipodomys deserti,Woody Nare,157.19,1
206,Butorides striatus,Wye Tiesman,1833.07,4
11,Nycticorax nycticorax,Yoshiko Martelet,2473.45,4
420,Macropus agilis,Zack Swaile,1732.80,1
190,Stenella coeruleoalba,Zane Placide,1022.03,3
391,Eudyptula minor,Zaria McDowell,759.13,2
444,Thylogale stigmatica,Zondra Axon,1699.50,2
