id,title,author,price,idEditorial
119,Aonyx cinerea,Cindra Lampert,4986.7,2
120,Vanessa indica,Benny Heart,2648.81,3
121,Semnopithecus entellus,Maxy Gallaccio,890.12,6
122,Speothos vanaticus,Nat Banthorpe,524.22,5
123,Crax sp.,Malissa Paskin,2881.42,6
124,Tenrec ecaudatus,Olia Gillebert,3905.03,2
125,Plocepasser mahali,Bibbye Matus,499.04,4
126,Naja haje,Merrick Barks,953.95,3
127,Choloepus hoffmani,Morgan Stabler,1921.95,6
128,Gazella thompsonii,Brandi Ryce,4439.02,1
129,Naja sp.,Halsey Buffey,1499.0,3
130,Callipepla gambelii,Leland Crudginton,3138.02,1
131,Bucorvus leadbeateri,Mandel Witherdon,4439.9,2
132,Carduelis pinus,Happy Savery,4252.07,2
133,Podargus strigoides,Henrik Normanvill,2425.8,1
134,Pelecanus occidentalis,Thornton Skate,2643.76,2
135,Coluber constrictor,Catlee McFeate,4772.54,4
136,Canis mesomelas,Carmela Byas,3425.75,5
137,Ara chloroptera,Ab Thurston,3172.45,4
138,Chelodina longicollis,Emmaline Pallis,2176.18,1
139,Diomedea irrorata,Celia Clausius,3857.89,5
140,Semnopithecus entellus,Bernice Dalston,1678.54,4
141,Eubalaena australis,Nicky Rioch,3270.74,6
142,Ciconia ciconia,Cyndia Staig,1517.84,1
143,Dendrocitta vagabunda,Kirbie Skeldon,1833.76,5
144,Heloderma horridum,Kirsteni Beard,1463.17,1
145,Carduelis pinus,Eddy Worshall,4504.21,1
146,Paroaria gularis,Pietro Cruttenden,4355.04,1
147,Macropus giganteus,Paulita Simmell,4976.66,1
148,Eudyptula minor,Maryjo McNellis,3002.93,3
149,Plegadis falcinellus,Ninetta Eddie,2096.93,1
150,Haliaetus vocifer,Windy Saiens,3099.47,4
151,Uraeginthus granatina,Dan Malkinson,3421.14,2
152,Balearica pavonina,Natka Grix,4126.42,1
153,Eubalaena australis,Raffaello Drees,2358.78,2
154,Spheniscus magellanicus,Reid Juzek,4470.35,4
155,Bugeranus caruncalatus,Arnie Asquith,3050.15,5
156,Ardea cinerea,Cinda MacPhaden,2704.26,6
157,Climacteris melanura,Ivy Inott,806.64,2
158,Spermophilus lateralis,Dinnie Orbell,1494.14,1
159,Canis mesomelas,Iago Yanele,1094.93,4
160,Oreotragus oreotragus,Burg Narey,1756.02,3
161,Cynomys ludovicianus,Beilul McRory,3709.29,3
162,Nannopterum harrisi,Helenelizabeth Tod,4216.76,4
163,Canis lupus lycaon,Loraine Nulty,1840.08,1
164,Manouria emys,Marilin Hannigan,2845.49,2
165,Morelia spilotes variegata,Cassi Atrill,1684.22,6
166,Oryx gazella,Kanya Goor,635.05,1
167,unavailable,Jonathan Hordell,4818.56,2
168,Haliaeetus leucoryphus,Far Kimmings,2024.3,3
169,Francolinus coqui,Lucky Wyse,1358.44,6
170,Aegypius occipitalis,Webster Cunliffe,3175.49,6
171,Ovis dalli stonei,Dodie Farrow,4374.41,4
172,Eremophila alpestris,Rodina Sandey,2498.3,2
173,Corvus brachyrhynchos,Angie Farfalameev,3446.71,2
174,Pseudalopex gymnocercus,Sidoney Yitzovicz,2056.99,6
175,Gekko gecko,Lesly Spaldin,2263.17,5
176,Cervus duvauceli,Broderic Upwood,2696.32,1
177,Procyon cancrivorus,Tucker Slocumb,4825.11,2
178,Panthera tigris,Kassey Brizland,1351.28,2
179,Alectura lathami,Agosto Housecroft,1590.97,4
180,Streptopelia senegalensis,Malia Patzelt,2302.61,2
181,Dromaeus novaehollandiae,Fitz Petracchi,4728.29,1
182,Neotoma sp.,Renate Papez,1434.73,5
183,Vanellus chilensis,Andi Plom,3535.97,5
184,Plocepasser mahali,Sol Ropkes,1582.39,4
185,Mycteria leucocephala,Valli Songhurst,938.23,2
186,Alcelaphus buselaphus caama,Cindelyn Blunsden,2694.77,2
187,Tamandua tetradactyla,Eula Silverson,2228.83,6
188,Agkistrodon piscivorus,Daloris Jillions,4263.62,2
189,Cervus canadensis,Den Stollmeier,3154.82,6
190,Branta canadensis,Salmon Exon,4106.26,4
191,Ploceus intermedius,Ottilie MacCaull,4619.54,1
192,Francolinus coqui,Melly Kinnoch,4869.56,1
193,Threskionis aethiopicus,Charil Bagger,2852.66,4
194,Limosa haemastica,Elenore McCurlye,4006.39,6
195,Merops bullockoides,Van Martignon,3784.05,2
196,Felis silvestris lybica,Brina Duggen,2108.01,1
197,Delphinus delphis,Brandea Collison,2499.0,6
198,unavailable,Bartie Bodycomb,1571.22,1
199,Dasyurus viverrinus,Debora Fickling,1556.74,6
200,Coendou prehensilis,Wendye Boland,2793.83,1
201,Anathana ellioti,Bruce Gallamore,979.67,2
202,Cebus nigrivittatus,Aimil Ormes,1486.82,5
203,Tetracerus quadricornis,Jennee Gillyett,3116.01,6
204,Morelia spilotes variegata,Alexine Dawtrey,2972.58,2
205,Ploceus rubiginosus,Hirsch Dafter,922.63,4
206,Leptoptilos crumeniferus,Evie Groundwater,4456.26,1
207,Phoenicopterus ruber,Adriane Gibbie,3158.09,6
208,Meles meles,Judith Briton,2007.12,6
209,Stenella coeruleoalba,Concordia Brouard,4657.91,1
210,Pandon haliaetus,Penelope Drews,3456.2,2
211,Stercorarius longicausus,Alikee Netti,1757.31,5
212,Cebus apella,Normie Boarer,2831.22,4
213,Cervus canadensis,Rosabel Goodhay,1039.36,5
214,Vanessa indica,Cart Melling,3189.87,3
215,Acrantophis madagascariensis,Nana Ligoe,686.28,1
216,Vulpes chama,Desmond Matyashev,4848.76,5
217,Acrobates pygmaeus,Maxim Peatheyjohns,2872.9,4
218,Boa caninus,Meredeth Raggett,3017.77,4
219,Parus atricapillus,Viviene Medhurst,4164.97,6
220,Leptoptilus dubius,Curran Cluer,1598.7,5
221,Ratufa indica,Fiorenze Doak,670.72,5
222,unavailable,Seumas Cox,2292.79,6
223,Microcebus murinus,Arluene Heineken,2240.69,3
224,Leprocaulinus vipera,Noland Calbrathe,1040.88,6
225,Felis concolor,Dorthy Davern,2606.85,3
226,Corvus albicollis,Inger Sirmond,1339.38,4
227,Platalea leucordia,Benedikta Lyddon,4431.76,4
228,Tockus erythrorhyncus,Grange Taffs,875.35,6
229,Loris tardigratus,Chelsy Cicetti,1262.65,1
230,Phalacrocorax niger,Clim Attreed,3101.82,5
231,Procyon lotor,Ulrike Sinton,4222.53,3
232,Genetta genetta,Oona Amerighi,3187.94,5
233,Pelecanus conspicillatus,Andria Musicka,4235.83,2
234,Manouria emys,Sheila Moan,987.08,5
235,Ovibos moschatus,Zacharia Gerdts,3812.29,3
236,Gymnorhina tibicen,Vito Labusch,1236.08,4
237,Butorides striatus,Jennee Derrell,2154.56,4
238,Passer domesticus,Mallory Gemson,1273.14,3
239,Macropus eugenii,Vin Simonou,4391.66,6
240,Halcyon smyrnesis,Noel Sowden,4422.41,1
241,Leipoa ocellata,Alec Kyne,3676.45,4
242,Eira barbata,Lorne Sanney,3561.81,1
243,Panthera onca,Adrian Ibbett,4164.93,2
244,Felis concolor,Rickie Nester,4068.0,4
245,Zonotrichia capensis,Juditha Thiese,4443.59,3
246,Acrantophis madagascariensis,Jareb Shury,4699.1,4
247,Genetta genetta,Minetta Leagas,490.68,1
248,Cebus nigrivittatus,Jeremy Shinner,3837.04,6
249,Sula dactylatra,Jeremie Jasper,3427.4,1
250,Nasua narica,Julie Paulton,4761.95,6
251,Actophilornis africanus,Teriann Moorerud,4773.35,4
252,Mabuya spilogaster,Lotte Springate,2534.67,4
253,Bettongia penicillata,Edee Scanes,3885.62,3
254,Caiman crocodilus,Prudi MacGuiness,4021.53,5
255,Phoenicopterus ruber,Sophia Hurndall,1927.95,4
256,Gymnorhina tibicen,Trix Flawith,4359.29,4
257,Anastomus oscitans,Hamilton Pirrone,614.27,1
258,Felis wiedi or Leopardus weidi,Illa MacLleese,4195.2,1
259,Hymenolaimus malacorhynchus,Vikky Tressler,4086.89,1
260,Colaptes campestroides,Batholomew Rowlin,2980.3,3
261,Vulpes vulpes,Arnoldo Toon,2090.57,3
262,Alopex lagopus,Saleem De Witt,4289.63,1
263,Nycticorax nycticorax,Minne Heinrich,2080.96,6
264,Bettongia penicillata,Duke Baldoni,4446.03,1
265,Cervus duvauceli,Boyd Pigdon,869.36,3
266,Trichosurus vulpecula,Harriot Loweth,3735.97,2
267,Tyto novaehollandiae,Arnold Livermore,813.13,6
268,Parus atricapillus,Keene Pomfrett,4337.4,3
269,Anas bahamensis,George Hassekl,762.99,1
270,Ovis ammon,Milena Elsby,1383.59,3
271,Pteropus rufus,Orlan Dulanty,1475.29,1
272,Ceratotherium simum,Angel Jenoure,4392.62,4
273,Pycnonotus nigricans,Charlotte Fluck,3328.72,6
274,Marmota caligata,Dew Kliner,4875.39,6
275,Macropus fuliginosus,Bev Manville,589.75,1
276,Himantopus himantopus,Edwina Frew,1038.76,6
277,Zosterops pallidus,Dayle Sherrell,915.62,6
278,Mycteria leucocephala,Killian Menlove,1380.48,5
279,unavailable,Joy Danielsohn,3231.14,5
280,Canis aureus,Franklin Malins,3821.37,1
281,Vulpes cinereoargenteus,Jinny Whiteoak,4885.15,2
282,Sula nebouxii,Chase Phidgin,4859.77,4
283,Macaca mulatta,Tally Yurkov,2088.99,4
284,Dasyurus maculatus,Enrica Wagon,1073.08,2
285,Centrocercus urophasianus,Nicolea Joskovitch,4454.38,4
286,Tachybaptus ruficollis,Nadeen Olliver,4225.03,5
287,Anastomus oscitans,Claretta Codner,896.86,4
288,Potamochoerus porcus,Kanya Stamp,985.09,5
289,Bucephala clangula,Kristen Whitesel,3712.51,5
290,Geochelone radiata,Guglielma Aldous,4302.38,3
291,Ictalurus furcatus,Adolph Dugan,3941.39,2
292,Priodontes maximus,Jada Mocher,1742.18,4
293,Haliaeetus leucocephalus,Tova Brixham,3638.42,5
294,Varanus albigularis,Margit Gelletly,3986.96,1
295,Centrocercus urophasianus,Duffy Buggs,4233.0,2
296,Varanus sp.,Ricoriki Brotherton,4400.15,3
297,Limosa haemastica,Antoine Dawbury,1018.64,6
298,Macaca nemestrina,Cordell Breens,2998.11,5
299,unavailable,Maureene Arpin,2466.25,6
300,Vulpes vulpes,Jacquie Rimell,3801.28,6
301,Ursus arctos,Tova Heinsius,1140.14,5
302,Fregata magnificans,Sanderson Shakshaft,4503.5,2
303,Ninox superciliaris,Greta Gouthier,1891.11,4
304,Echimys chrysurus,Arabella Disbrey,1975.65,2
305,Chloephaga melanoptera,Sabrina Sharple,2115.03,2
306,Antechinus flavipes,Mattie Columbine,2503.84,6
307,Uraeginthus angolensis,Florie Petrashov,3126.8,3
308,Snycerus caffer,Charlena Count,412.28,1
309,Tockus flavirostris,Sonny Batha,2038.48,6
310,Varanus salvator,Zorina Bontine,2946.03,3
311,Spheniscus magellanicus,Ruddy Malafe,881.28,3
312,Corvus albus,Lorenzo Harmond,2976.42,3
313,Zonotrichia capensis,Brander Belliss,3123.72,6
314,Ephipplorhynchus senegalensis,Johann Searsby,4852.45,6
315,Varanus sp.,Gearalt Tesh,2906.34,6
316,Melophus lathami,Sheffy Burgot,3696.61,5
317,Lamprotornis nitens,Dieter Meakin,4898.91,1
318,Ateles paniscus,Onida Jamison,4094.13,3
319,Ciconia ciconia,Taber Cannan,1116.63,4
320,Phoenicopterus ruber,Kynthia Braybrooks,2663.07,4
321,Coluber constrictor,Christoforo Barrass,3567.1,3
322,Anser anser,Zita Honack,4612.45,2
323,Varanus sp.,Gayla Gavrieli,2347.03,6
324,Axis axis,Maddy Dawtre,3181.29,2
325,Phoenicopterus chilensis,Ola Terrans,2319.56,6
326,Anastomus oscitans,Bayard Cowperthwaite,4769.01,4
327,Corvus brachyrhynchos,Corry Commusso,2385.24,1
328,Spilogale gracilis,Emelia Ellcock,3767.99,5
329,Haematopus ater,Hetty Duker,3831.04,6
330,Limosa haemastica,Olag Phinnis,630.89,4
331,Mazama americana,Kessia Binny,3546.21,6
332,Stercorarius longicausus,Vaclav Eburne,656.12,6
333,Lamprotornis nitens,Amata Lofting,3497.32,3
334,Gyps bengalensis,Theodore Terrington,787.18,4
335,Boa caninus,Midge Lionel,714.95,6
336,Passer domesticus,Alphonso Simmings,3173.98,5
337,Speothos vanaticus,Johnathan Sibborn,4907.17,3
338,Agkistrodon piscivorus,Fern Betancourt,4981.48,3
339,Felis yagouaroundi,Gabriel Danilovitch,3216.0,4
340,Gazella thompsonii,Ellynn Rothermel,3691.47,4
341,Colaptes campestroides,Whitney Kimmince,3339.56,2
342,Hymenolaimus malacorhynchus,Kellyann Schnieder,4165.52,5
343,Ramphastos tucanus,Aristotle Nuzzti,352.97,2
344,Galictis vittata,Bobbette Hallam,4386.2,3
345,Buteo jamaicensis,Tasha Tarquinio,2462.14,4
346,Hippotragus niger,Joli Meaker,2254.46,1
347,Milvus migrans,Ardene Kornilov,4777.73,5
348,Streptopelia decipiens,Neal Have,1591.33,4
349,Actophilornis africanus,Aurelia Petre,2268.22,4
350,Prionace glauca,Grange Mariotte,4286.32,3
351,Limnocorax flavirostra,Crissie Mockler,2701.66,6
352,Anastomus oscitans,Eleanore McCraine,1932.65,2
353,Spheniscus mendiculus,Viviana Mulrooney,4674.21,2
354,Uraeginthus granatina,Larisa Cobleigh,2891.7,6
355,Erethizon dorsatum,Prisca Dearsley,1105.38,6
356,Lemur catta,Ardelis Lauks,4859.66,4
357,Paradoxurus hermaphroditus,Corabel Deware,2754.11,2
358,Herpestes javanicus,Hunt Hawkings,3078.87,4
359,Amblyrhynchus cristatus,Sergio Popescu,1208.3,2
360,Phalaropus fulicarius,Zak Brookesbie,2874.43,3
361,Anas bahamensis,Renaud Bradd,2371.8,2
362,Morelia spilotes variegata,Rudolph Draycott,2461.93,2
363,Macropus agilis,Neal Prevost,2412.5,6
364,Mellivora capensis,Adina Sexty,1596.28,4
365,Bubulcus ibis,Darell Masser,4233.1,5
366,Camelus dromedarius,Gustave Duffield,1810.88,1
367,Spermophilus tridecemlineatus,Anna Lambertazzi,1004.53,2
368,Columba palumbus,Leonidas Brewin,3053.56,4
369,Sarcophilus harrisii,Wayland Smithyman,2232.64,5
370,Globicephala melas,Binnie Meaker,2260.75,2
371,Plegadis ridgwayi,Virginie Abrahmovici,2418.38,6
372,Papio ursinus,Nicola Ishak,684.2,1
373,Ratufa indica,Linea Monini,849.82,2
374,Varanus sp.,Waylan Damiral,1359.0,6
375,Sylvicapra grimma,Cherish Tonepohl,4775.05,5
376,Morelia spilotes variegata,Sonia Trenouth,1006.93,2
377,Fregata magnificans,Gussy Goncaves,4146.33,3
378,unavailable,Britteny Klossmann,2960.83,5
379,Macaca mulatta,Waite Naldrett,3312.95,5
380,Castor canadensis,Alfy Geerdts,979.93,4
381,Leipoa ocellata,Leena Dallemore,2009.19,3
382,Equus burchelli,Carlie Goadbie,659.48,3
383,Gyps bengalensis,Nevsa Copnar,2339.55,1
384,Mustela nigripes,Augustus Mackelworth,2032.29,5
385,Laniaurius atrococcineus,Corry Kleehuhler,2483.82,6
386,Coendou prehensilis,Merle Tinsley,4480.45,2
387,Choloepus hoffmani,Philip Scotchmore,1431.99,4
388,Ploceus rubiginosus,Tansy Duester,3718.91,6
389,Acinynox jubatus,Page Siemens,3233.68,5
390,Phoenicopterus ruber,Felecia Luffman,764.93,4
391,Coluber constrictor foxii,Alvis Rayworth,1434.17,1
392,Canis aureus,Janean Jacquemot,3660.79,5
393,Speothos vanaticus,Corabel Antonnikov,4857.97,3
394,Eolophus roseicapillus,Alberta Szymczyk,1109.75,3
395,Rhea americana,Yvor Heaffey,3296.4,2
396,Castor fiber,Lefty Backen,1513.6,4
397,Ceryle rudis,Celinka Blaschek,1549.15,6
398,Hystrix cristata,Merline Heddan,1988.98,2
399,Eolophus roseicapillus,Gelya Linch,1612.38,3
400,Thalasseus maximus,Sharl Audry,1946.26,6
401,Dusicyon thous,Janella Barti,2508.17,3
402,Actophilornis africanus,Wash Fishbourne,1415.96,3
403,Threskionis aethiopicus,Rabi Twomey,2534.94,3
404,Castor fiber,Had Gadson,811.06,4
405,unavailable,Jessa Gockelen,545.39,6
406,Ciconia episcopus,Steven Cranefield,2588.82,2
407,Rhea americana,Archaimbaud Veysey,2058.69,4
408,unavailable,Fanechka Flement,3627.48,6
409,Ictalurus furcatus,Gratiana Bugler,3752.67,5
410,Crocodylus niloticus,Gal Stratiff,1709.05,3
411,Carduelis pinus,Staford Arnall,1268.97,1
412,Columba palumbus,Jacob Robken,862.38,2
413,Tayassu pecari,Sibyl Fenny,2814.7,2
414,Catharacta skua,Madge Stitfall,1964.63,1
415,Felis wiedi or Leopardus weidi,Ivett Gionettitti,4727.81,4
416,Porphyrio porphyrio,Mikey Seacroft,4939.67,5
417,Varanus salvator,Alma Borland,2774.41,6
418,Myrmecophaga tridactyla,Larissa Bernardi,2391.58,2
419,Vulpes cinereoargenteus,Pauly Shovel,4931.64,3
420,unavailable,Beck Crop,1968.83,6
421,Paroaria gularis,Gordy Strangeway,2868.35,6
422,Vulpes chama,Lindie Glasscoo,3770.84,4
423,Ateles paniscus,Davine Jest,1918.92,6
424,Anas punctata,Celie Hearl,1849.33,6
425,Dipodomys deserti,Stella Lesek,2965.91,3
426,Acrobates pygmaeus,Tedi Shilladay,3761.89,6
427,Pseudalopex gymnocercus,Halimeda Life,1312.89,3
428,Acrantophis madagascariensis,Frances Vernazza,1053.84,6
429,Megaderma spasma,Tom Harrald,3281.62,5
430,Gyps fulvus,Alexis Alekhov,1982.01,3
431,Didelphis virginiana,Katee O'Mohun,645.66,1
432,Oreamnos americanus,Fidela McDonand,4499.28,5
433,Laniarius ferrugineus,Wylie Cainey,432.87,4
434,Plocepasser mahali,Rozalin Sandey,1568.81,5
435,Sciurus niger,Drusi Eleshenar,3117.61,3
436,Ovis ammon,Noach Samwayes,3674.54,6
437,Ara macao,Millard Bonnier,3220.13,3
438,Haematopus ater,Yvonne Briscam,525.46,2
439,Terrapene carolina,Molli Conichie,1343.56,4
440,Creagrus furcatus,Broderick Ridings,1343.95,1
441,Varanus sp.,Matthieu Hacun,3429.77,2
442,Spermophilus richardsonii,Natalie Krzyzanowski,2466.47,2
443,Varanus salvator,Zak Abbate,1690.39,6
444,Nasua narica,Doralynne Rollings,1803.58,3
445,Speothos vanaticus,Ardelis Gowthorpe,3065.8,3
446,Paraxerus cepapi,Gina Llewhellin,4373.05,5
447,Tragelaphus angasi,Eugenia Goch,2804.45,5
448,Bubulcus ibis,Florinda Gutowska,531.8,6
449,Uraeginthus granatina,Way Taffs,1658.49,2
450,Mycteria ibis,Inna Worviell,4675.28,1
451,Laniarius ferrugineus,Alfy Yven,3738.33,2
452,Anas punctata,Arturo Yewdall,4579.94,1
453,Snycerus caffer,Korella Have,4963.25,1
454,Litrocranius walleri,Jacky Larkings,1352.9,4
455,Alouatta seniculus,Franz Gillings,597.05,6
456,Callorhinus ursinus,Idalina Wudeland,1774.43,5
457,Canis aureus,Ced Kupisz,2127.78,5
458,Gyps bengalensis,Matteo Shambrook,709.83,6
459,Sylvicapra grimma,Nert Siene,4157.55,5
460,Canis lupus lycaon,Sunny Swyn,1061.91,6
461,Eurocephalus anguitimens,Renell Jansik,1054.44,3
462,Egretta thula,Winni McPartlin,3262.57,1
463,Macropus fuliginosus,Nicol Godsil,1978.35,2
464,Hystrix cristata,Elene Gillon,3878.33,5
465,Haematopus ater,Moreen Shoesmith,2270.89,6
466,Herpestes javanicus,Thedric Tumini,3767.81,2
467,Pycnonotus nigricans,Odilia Lindop,4724.39,6
468,Casmerodius albus,Virginie Giraldo,2562.66,6
469,Hyaena brunnea,Odetta Inglesfield,1929.85,5
470,Zonotrichia capensis,Simone Phalip,2918.48,3
471,Lutra canadensis,Lanny Wallage,2788.5,6
472,Connochaetus taurinus,Curr Hatchman,820.3,1
473,Ourebia ourebi,Juieta Yirrell,1555.74,5
474,Eumetopias jubatus,Katusha Leftley,4418.58,3
475,Cochlearius cochlearius,Rosita Yurshev,2836.41,5
476,Sula nebouxii,Isobel Handover,1878.83,1
477,Cereopsis novaehollandiae,Yancy McIlveen,2192.66,1
478,Varanus komodensis,Joceline Anthona,1003.43,3
479,Actophilornis africanus,Ichabod Rigby,2135.36,6
480,Potos flavus,Juli Gladden,2547.47,6
481,Charadrius tricollaris,Barnard Bart,3714.4,3
482,Ara chloroptera,Ulysses Mattingley,3069.77,5
483,Ploceus rubiginosus,Byrom Norley,580.92,4
484,Pteropus rufus,Torin Brocklesby,1457.18,6
485,Psophia viridis,Quincy Chapelhow,2386.84,6
486,Merops bullockoides,Chantal Chazier,480.03,6
487,Mephitis mephitis,Gaby Kepe,508.4,2
488,Macaca mulatta,Tobie Doubleday,413.76,6
489,Sciurus vulgaris,Ula Jotham,2399.82,3
490,Canis mesomelas,Ezequiel McCalum,2216.68,1
491,Marmota flaviventris,Bili Napleton,1753.94,2
492,Corvus brachyrhynchos,Ewan Charsley,568.23,4
493,Pteropus rufus,Indira Vettore,4451.94,3
494,Genetta genetta,Darcy Chatteris,2862.58,2
495,Litrocranius walleri,Vasily Scanderet,1584.5,1
496,Echimys chrysurus,Cullen McKinnon,4792.36,4
497,Merops nubicus,Elfreda Taplin,2590.83,3
